"value" "sum_stat" "response" "condition" "model" "graph" "time" "instruction"
"144" 0.0228511139696115 "slow_mean" "lower" 24 "independent" 2 1 1
"145" 0.106187401339199 "fast_mean" "upper" 25 "independent" 3 1 2
"146" 0.102213354834399 "middle_mean" "upper" 25 "independent" 3 1 2
"147" 0.101784541788209 "slow_mean" "upper" 25 "independent" 3 1 2
"148" 0.0982318006173096 "fast_mean" "lower" 25 "independent" 3 1 2
"149" 0.102478120793852 "middle_mean" "lower" 25 "independent" 3 1 2
"150" 0.103484515877392 "slow_mean" "lower" 25 "independent" 3 1 2
"151" 0.106055162734932 "fast_mean" "upper" 26 "independent" 3 1 2
"152" 0.101990956813899 "middle_mean" "upper" 26 "independent" 3 1 2
"153" 0.101769935603413 "slow_mean" "upper" 26 "independent" 3 1 2
"154" 0.0979514697950472 "fast_mean" "lower" 26 "independent" 3 1 2
"155" 0.102639603236005 "middle_mean" "lower" 26 "independent" 3 1 2
"156" 0.103062515380429 "slow_mean" "lower" 26 "independent" 3 1 2
"157" 0.10611948511249 "fast_mean" "upper" 27 "independent" 3 1 2
"158" 0.101857308108311 "middle_mean" "upper" 27 "independent" 3 1 2
"159" 0.101339032899231 "slow_mean" "upper" 27 "independent" 3 1 2
"160" 0.0976682283479999 "fast_mean" "lower" 27 "independent" 3 1 2
"161" 0.102111409773016 "middle_mean" "lower" 27 "independent" 3 1 2
"162" 0.103351351623994 "slow_mean" "lower" 27 "independent" 3 1 2
"163" 0.106050957895004 "fast_mean" "upper" 28 "independent" 3 1 2
"164" 0.101742568808472 "middle_mean" "upper" 28 "independent" 3 1 2
"165" 0.101152299900071 "slow_mean" "upper" 28 "independent" 3 1 2
"166" 0.0974454563278756 "fast_mean" "lower" 28 "independent" 3 1 2
"167" 0.102039613237424 "middle_mean" "lower" 28 "independent" 3 1 2
"168" 0.10283760773768 "slow_mean" "lower" 28 "independent" 3 1 2
"169" 0.105961756179075 "fast_mean" "upper" 29 "independent" 3 1 2
"170" 0.101729095708108 "middle_mean" "upper" 29 "independent" 3 1 2
"171" 0.100935412340513 "slow_mean" "upper" 29 "independent" 3 1 2
"172" 0.0964985087994028 "fast_mean" "lower" 29 "independent" 3 1 2
"173" 0.101616623547701 "middle_mean" "lower" 29 "independent" 3 1 2
"174" 0.102740844630743 "slow_mean" "lower" 29 "independent" 3 1 2
"175" 0.106041706075413 "fast_mean" "upper" 30 "independent" 3 1 2
"176" 0.101513439346082 "middle_mean" "upper" 30 "independent" 3 1 2
"177" 0.10063748548554 "slow_mean" "upper" 30 "independent" 3 1 2
"178" 0.0964984626566362 "fast_mean" "lower" 30 "independent" 3 1 2
"179" 0.100777692284873 "middle_mean" "lower" 30 "independent" 3 1 2
"180" 0.102197939480444 "slow_mean" "lower" 30 "independent" 3 1 2
"181" 0.0241458353501514 "fast_mean" "upper" 31 "independent" 3 1 1
"182" 0.0232555894502652 "middle_mean" "upper" 31 "independent" 3 1 1
"183" 0.0231454774198671 "slow_mean" "upper" 31 "independent" 3 1 1
"184" 0.0221232662623388 "fast_mean" "lower" 31 "independent" 3 1 1
"185" 0.0230001104219367 "middle_mean" "lower" 31 "independent" 3 1 1
"186" 0.0231925416732267 "slow_mean" "lower" 31 "independent" 3 1 1
"187" 0.0240916066015084 "fast_mean" "upper" 32 "independent" 3 1 1
"188" 0.0232256863568162 "middle_mean" "upper" 32 "independent" 3 1 1
"189" 0.0231189643454592 "slow_mean" "upper" 32 "independent" 3 1 1
"190" 0.0220374033679009 "fast_mean" "lower" 32 "independent" 3 1 1
"191" 0.0229266552440899 "middle_mean" "lower" 32 "independent" 3 1 1
"192" 0.0231550151268008 "slow_mean" "lower" 32 "independent" 3 1 1
"193" 0.024004811590015 "fast_mean" "upper" 33 "independent" 3 1 1
"194" 0.0231601485305917 "middle_mean" "upper" 33 "independent" 3 1 1
"195" 0.0230702222838967 "slow_mean" "upper" 33 "independent" 3 1 1
"196" 0.0219228432233095 "fast_mean" "lower" 33 "independent" 3 1 1
"197" 0.0228878580606119 "middle_mean" "lower" 33 "independent" 3 1 1
"198" 0.0230729022284546 "slow_mean" "lower" 33 "independent" 3 1 1
"199" 0.0239925587422697 "fast_mean" "upper" 34 "independent" 3 1 1
"200" 0.0231351764677806 "middle_mean" "upper" 34 "independent" 3 1 1
"201" 0.022963572066263 "slow_mean" "upper" 34 "independent" 3 1 1
"202" 0.0218244533131267 "fast_mean" "lower" 34 "independent" 3 1 1
"203" 0.0228314081723828 "middle_mean" "lower" 34 "independent" 3 1 1
"204" 0.0229687882384448 "slow_mean" "lower" 34 "independent" 3 1 1
"205" 0.0239844520409242 "fast_mean" "upper" 35 "independent" 3 1 1
"206" 0.0230940223031695 "middle_mean" "upper" 35 "independent" 3 1 1
"207" 0.0229042110558381 "slow_mean" "upper" 35 "independent" 3 1 1
"208" 0.0216443630822994 "fast_mean" "lower" 35 "independent" 3 1 1
"209" 0.0226221140098327 "middle_mean" "lower" 35 "independent" 3 1 1
"210" 0.0229284463595405 "slow_mean" "lower" 35 "independent" 3 1 1
"211" 0.0239833832753314 "fast_mean" "upper" 36 "independent" 3 1 1
"212" 0.0230497346672631 "middle_mean" "upper" 36 "independent" 3 1 1
"213" 0.0228105004787029 "slow_mean" "upper" 36 "independent" 3 1 1
"214" 0.0212444149895775 "fast_mean" "lower" 36 "independent" 3 1 1
"215" 0.0224775267272538 "middle_mean" "lower" 36 "independent" 3 1 1
"216" 0.0228511139696115 "slow_mean" "lower" 36 "independent" 3 1 1
"217" 0.106187401339199 "fast_mean" "upper" 37 "independent" 4 1 2
"218" 0.102213354834399 "middle_mean" "upper" 37 "independent" 4 1 2
"219" 0.101784541788209 "slow_mean" "upper" 37 "independent" 4 1 2
"220" 0.0982318006173096 "fast_mean" "lower" 37 "independent" 4 1 2
"221" 0.102478120793852 "middle_mean" "lower" 37 "independent" 4 1 2
"222" 0.103484515877392 "slow_mean" "lower" 37 "independent" 4 1 2
"223" 0.106055162734932 "fast_mean" "upper" 38 "independent" 4 1 2
"224" 0.101990956813899 "middle_mean" "upper" 38 "independent" 4 1 2
"225" 0.101769935603413 "slow_mean" "upper" 38 "independent" 4 1 2
"226" 0.0979514697950472 "fast_mean" "lower" 38 "independent" 4 1 2
"227" 0.102639603236005 "middle_mean" "lower" 38 "independent" 4 1 2
"228" 0.103062515380429 "slow_mean" "lower" 38 "independent" 4 1 2
"229" 0.10611948511249 "fast_mean" "upper" 39 "independent" 4 1 2
"230" 0.101857308108311 "middle_mean" "upper" 39 "independent" 4 1 2
"231" 0.101339032899231 "slow_mean" "upper" 39 "independent" 4 1 2
"232" 0.0976682283479999 "fast_mean" "lower" 39 "independent" 4 1 2
"233" 0.102111409773016 "middle_mean" "lower" 39 "independent" 4 1 2
"234" 0.103351351623994 "slow_mean" "lower" 39 "independent" 4 1 2
"235" 0.106050957895004 "fast_mean" "upper" 40 "independent" 4 1 2
"236" 0.101742568808472 "middle_mean" "upper" 40 "independent" 4 1 2
"237" 0.101152299900071 "slow_mean" "upper" 40 "independent" 4 1 2
"238" 0.0974454563278756 "fast_mean" "lower" 40 "independent" 4 1 2
"239" 0.102039613237424 "middle_mean" "lower" 40 "independent" 4 1 2
"240" 0.10283760773768 "slow_mean" "lower" 40 "independent" 4 1 2
"241" 0.105961756179075 "fast_mean" "upper" 41 "independent" 4 1 2
"242" 0.101729095708108 "middle_mean" "upper" 41 "independent" 4 1 2
"243" 0.100935412340513 "slow_mean" "upper" 41 "independent" 4 1 2
"244" 0.0964985087994028 "fast_mean" "lower" 41 "independent" 4 1 2
"245" 0.101616623547701 "middle_mean" "lower" 41 "independent" 4 1 2
"246" 0.102740844630743 "slow_mean" "lower" 41 "independent" 4 1 2
"247" 0.106041706075413 "fast_mean" "upper" 42 "independent" 4 1 2
"248" 0.101513439346082 "middle_mean" "upper" 42 "independent" 4 1 2
"249" 0.10063748548554 "slow_mean" "upper" 42 "independent" 4 1 2
"250" 0.0964984626566362 "fast_mean" "lower" 42 "independent" 4 1 2
"251" 0.100777692284873 "middle_mean" "lower" 42 "independent" 4 1 2
"252" 0.102197939480444 "slow_mean" "lower" 42 "independent" 4 1 2
"253" 0.0241458353501514 "fast_mean" "upper" 43 "independent" 4 1 1
"254" 0.0232555894502652 "middle_mean" "upper" 43 "independent" 4 1 1
"255" 0.0231454774198671 "slow_mean" "upper" 43 "independent" 4 1 1
"256" 0.0221232662623388 "fast_mean" "lower" 43 "independent" 4 1 1
"257" 0.0230001104219367 "middle_mean" "lower" 43 "independent" 4 1 1
"258" 0.0231925416732267 "slow_mean" "lower" 43 "independent" 4 1 1
"259" 0.0240916066015084 "fast_mean" "upper" 44 "independent" 4 1 1
"260" 0.0232256863568162 "middle_mean" "upper" 44 "independent" 4 1 1
"261" 0.0231189643454592 "slow_mean" "upper" 44 "independent" 4 1 1
"262" 0.0220374033679009 "fast_mean" "lower" 44 "independent" 4 1 1
"263" 0.0229266552440899 "middle_mean" "lower" 44 "independent" 4 1 1
"264" 0.0231550151268008 "slow_mean" "lower" 44 "independent" 4 1 1
"265" 0.024004811590015 "fast_mean" "upper" 45 "independent" 4 1 1
"266" 0.0231601485305917 "middle_mean" "upper" 45 "independent" 4 1 1
"267" 0.0230702222838967 "slow_mean" "upper" 45 "independent" 4 1 1
"268" 0.0219228432233095 "fast_mean" "lower" 45 "independent" 4 1 1
"269" 0.0228878580606119 "middle_mean" "lower" 45 "independent" 4 1 1
"270" 0.0230729022284546 "slow_mean" "lower" 45 "independent" 4 1 1
"271" 0.0239925587422697 "fast_mean" "upper" 46 "independent" 4 1 1
"272" 0.0231351764677806 "middle_mean" "upper" 46 "independent" 4 1 1
"273" 0.022963572066263 "slow_mean" "upper" 46 "independent" 4 1 1
"274" 0.0218244533131267 "fast_mean" "lower" 46 "independent" 4 1 1
"275" 0.0228314081723828 "middle_mean" "lower" 46 "independent" 4 1 1
"276" 0.0229687882384448 "slow_mean" "lower" 46 "independent" 4 1 1
"277" 0.0239844520409242 "fast_mean" "upper" 47 "independent" 4 1 1
"278" 0.0230940223031695 "middle_mean" "upper" 47 "independent" 4 1 1
"279" 0.0229042110558381 "slow_mean" "upper" 47 "independent" 4 1 1
"280" 0.0216443630822994 "fast_mean" "lower" 47 "independent" 4 1 1
"281" 0.0226221140098327 "middle_mean" "lower" 47 "independent" 4 1 1
"282" 0.0229284463595405 "slow_mean" "lower" 47 "independent" 4 1 1
"283" 0.0239833832753314 "fast_mean" "upper" 48 "independent" 4 1 1
"284" 0.0230497346672631 "middle_mean" "upper" 48 "independent" 4 1 1
"285" 0.0228105004787029 "slow_mean" "upper" 48 "independent" 4 1 1
"286" 0.0212444149895775 "fast_mean" "lower" 48 "independent" 4 1 1
"287" 0.0224775267272538 "middle_mean" "lower" 48 "independent" 4 1 1
"288" 0.0228511139696115 "slow_mean" "lower" 48 "independent" 4 1 1
"289" 0.106187401339199 "fast_mean" "upper" 49 "independent" 5 1 2
"290" 0.102213354834399 "middle_mean" "upper" 49 "independent" 5 1 2
"291" 0.101784541788209 "slow_mean" "upper" 49 "independent" 5 1 2
"292" 0.0982318006173096 "fast_mean" "lower" 49 "independent" 5 1 2
"293" 0.102478120793852 "middle_mean" "lower" 49 "independent" 5 1 2
"294" 0.103484515877392 "slow_mean" "lower" 49 "independent" 5 1 2
"295" 0.106055162734932 "fast_mean" "upper" 50 "independent" 5 1 2
"296" 0.101990956813899 "middle_mean" "upper" 50 "independent" 5 1 2
"297" 0.101769935603413 "slow_mean" "upper" 50 "independent" 5 1 2
"298" 0.0979514697950472 "fast_mean" "lower" 50 "independent" 5 1 2
"299" 0.102639603236005 "middle_mean" "lower" 50 "independent" 5 1 2
"300" 0.103062515380429 "slow_mean" "lower" 50 "independent" 5 1 2
"301" 0.10611948511249 "fast_mean" "upper" 51 "independent" 5 1 2
"302" 0.101857308108311 "middle_mean" "upper" 51 "independent" 5 1 2
"303" 0.101339032899231 "slow_mean" "upper" 51 "independent" 5 1 2
"304" 0.0976682283479999 "fast_mean" "lower" 51 "independent" 5 1 2
"305" 0.102111409773016 "middle_mean" "lower" 51 "independent" 5 1 2
"306" 0.103351351623994 "slow_mean" "lower" 51 "independent" 5 1 2
"307" 0.106050957895004 "fast_mean" "upper" 52 "independent" 5 1 2
"308" 0.101742568808472 "middle_mean" "upper" 52 "independent" 5 1 2
"309" 0.101152299900071 "slow_mean" "upper" 52 "independent" 5 1 2
"310" 0.0974454563278756 "fast_mean" "lower" 52 "independent" 5 1 2
"311" 0.102039613237424 "middle_mean" "lower" 52 "independent" 5 1 2
"312" 0.10283760773768 "slow_mean" "lower" 52 "independent" 5 1 2
"313" 0.105961756179075 "fast_mean" "upper" 53 "independent" 5 1 2
"314" 0.101729095708108 "middle_mean" "upper" 53 "independent" 5 1 2
"315" 0.100935412340513 "slow_mean" "upper" 53 "independent" 5 1 2
"316" 0.0964985087994028 "fast_mean" "lower" 53 "independent" 5 1 2
"317" 0.101616623547701 "middle_mean" "lower" 53 "independent" 5 1 2
"318" 0.102740844630743 "slow_mean" "lower" 53 "independent" 5 1 2
"319" 0.106041706075413 "fast_mean" "upper" 54 "independent" 5 1 2
"320" 0.101513439346082 "middle_mean" "upper" 54 "independent" 5 1 2
"321" 0.10063748548554 "slow_mean" "upper" 54 "independent" 5 1 2
"322" 0.0964984626566362 "fast_mean" "lower" 54 "independent" 5 1 2
"323" 0.100777692284873 "middle_mean" "lower" 54 "independent" 5 1 2
"324" 0.102197939480444 "slow_mean" "lower" 54 "independent" 5 1 2
"325" 0.0241458353501514 "fast_mean" "upper" 55 "independent" 5 1 1
"326" 0.0232555894502652 "middle_mean" "upper" 55 "independent" 5 1 1
"327" 0.0231454774198671 "slow_mean" "upper" 55 "independent" 5 1 1
"328" 0.0221232662623388 "fast_mean" "lower" 55 "independent" 5 1 1
"329" 0.0230001104219367 "middle_mean" "lower" 55 "independent" 5 1 1
"330" 0.0231925416732267 "slow_mean" "lower" 55 "independent" 5 1 1
"331" 0.0240916066015084 "fast_mean" "upper" 56 "independent" 5 1 1
"332" 0.0232256863568162 "middle_mean" "upper" 56 "independent" 5 1 1
"333" 0.0231189643454592 "slow_mean" "upper" 56 "independent" 5 1 1
"334" 0.0220374033679009 "fast_mean" "lower" 56 "independent" 5 1 1
"335" 0.0229266552440899 "middle_mean" "lower" 56 "independent" 5 1 1
"336" 0.0231550151268008 "slow_mean" "lower" 56 "independent" 5 1 1
"337" 0.024004811590015 "fast_mean" "upper" 57 "independent" 5 1 1
"338" 0.0231601485305917 "middle_mean" "upper" 57 "independent" 5 1 1
"339" 0.0230702222838967 "slow_mean" "upper" 57 "independent" 5 1 1
"340" 0.0219228432233095 "fast_mean" "lower" 57 "independent" 5 1 1
"341" 0.0228878580606119 "middle_mean" "lower" 57 "independent" 5 1 1
"342" 0.0230729022284546 "slow_mean" "lower" 57 "independent" 5 1 1
"343" 0.0239925587422697 "fast_mean" "upper" 58 "independent" 5 1 1
"344" 0.0231351764677806 "middle_mean" "upper" 58 "independent" 5 1 1
"345" 0.022963572066263 "slow_mean" "upper" 58 "independent" 5 1 1
"346" 0.0218244533131267 "fast_mean" "lower" 58 "independent" 5 1 1
"347" 0.0228314081723828 "middle_mean" "lower" 58 "independent" 5 1 1
"348" 0.0229687882384448 "slow_mean" "lower" 58 "independent" 5 1 1
"349" 0.0239844520409242 "fast_mean" "upper" 59 "independent" 5 1 1
"350" 0.0230940223031695 "middle_mean" "upper" 59 "independent" 5 1 1
"351" 0.0229042110558381 "slow_mean" "upper" 59 "independent" 5 1 1
"352" 0.0216443630822994 "fast_mean" "lower" 59 "independent" 5 1 1
"353" 0.0226221140098327 "middle_mean" "lower" 59 "independent" 5 1 1
"354" 0.0229284463595405 "slow_mean" "lower" 59 "independent" 5 1 1
"355" 0.0239833832753314 "fast_mean" "upper" 60 "independent" 5 1 1
"356" 0.0230497346672631 "middle_mean" "upper" 60 "independent" 5 1 1
"357" 0.0228105004787029 "slow_mean" "upper" 60 "independent" 5 1 1
"358" 0.0212444149895775 "fast_mean" "lower" 60 "independent" 5 1 1
"359" 0.0224775267272538 "middle_mean" "lower" 60 "independent" 5 1 1
"360" 0.0228511139696115 "slow_mean" "lower" 60 "independent" 5 1 1
"361" 0.106187401339199 "fast_mean" "upper" 61 "independent" 6 1 2
"362" 0.102213354834399 "middle_mean" "upper" 61 "independent" 6 1 2
"363" 0.101784541788209 "slow_mean" "upper" 61 "independent" 6 1 2
"364" 0.0982318006173096 "fast_mean" "lower" 61 "independent" 6 1 2
"365" 0.102478120793852 "middle_mean" "lower" 61 "independent" 6 1 2
"366" 0.103484515877392 "slow_mean" "lower" 61 "independent" 6 1 2
"367" 0.106055162734932 "fast_mean" "upper" 62 "independent" 6 1 2
"368" 0.101990956813899 "middle_mean" "upper" 62 "independent" 6 1 2
"369" 0.101769935603413 "slow_mean" "upper" 62 "independent" 6 1 2
"370" 0.0979514697950472 "fast_mean" "lower" 62 "independent" 6 1 2
"371" 0.102639603236005 "middle_mean" "lower" 62 "independent" 6 1 2
