"subj" "sess" "dist" "prop" "instr" "resp" "rt" "tr_id" "acc" "block"
"68" "jf" 4 1 2 0 1 371 42 1 3
"69" "jf" 4 1 2 0 2 335 2 0 4
"70" "jf" 4 1 2 0 1 372 99 1 7
"71" "jf" 6 1 2 0 1 284 101 1 1
"72" "jf" 7 1 2 0 1 379 22 1 3
"73" "jf" 7 1 2 0 1 352 46 1 3
"74" "jf" 7 1 2 0 1 290 64 1 3
"75" "jf" 7 1 2 0 2 234 35 0 4
"76" "jf" 7 2 2 0 1 315 49 0 4
"77" "jf" 7 1 2 0 1 348 4 1 7
"78" "jf" 7 1 2 0 1 368 26 1 7
"79" "jf" 8 1 2 0 1 361 62 1 1
"80" "jf" 8 1 2 0 2 271 15 0 2
"81" "jf" 8 1 2 0 1 325 1 1 5
"82" "jf" 9 1 2 0 1 352 5 1 3
"83" "jf" 9 1 2 0 1 252 28 1 3
"84" "jf" 9 1 2 0 1 307 16 1 4
"85" "jf" 9 1 2 0 1 322 3 1 7
"86" "jf" 9 1 2 0 1 306 26 1 7
"87" "jf" 9 1 2 0 1 256 60 1 7
"88" "jf" 9 1 2 0 1 278 80 1 8
"89" "jf" 10 1 2 0 1 293 34 1 1
"90" "jf" 10 2 2 0 1 330 48 0 1
"91" "jf" 10 1 2 0 1 273 20 1 2
"92" "jf" 11 1 2 0 1 235 44 1 7
"93" "jf" 11 1 2 0 1 272 28 1 8
"94" "jf" 1 1 3 0 1 462 61 1 2
"95" "jf" 1 1 3 0 2 203 24 0 5
"96" "jf" 1 1 3 0 2 454 97 0 5
"97" "jf" 1 1 3 0 1 347 37 1 6
"98" "jf" 2 1 3 0 1 203 34 1 3
"99" "jf" 2 1 3 0 1 263 86 1 3
"100" "jf" 2 1 3 0 1 187 68 1 7
"101" "jf" 2 1 3 0 1 228 34 1 8
"102" "jf" 3 1 3 0 1 299 62 1 2
"103" "jf" 3 1 3 0 1 475 28 1 5
"104" "jf" 3 1 3 0 1 313 14 1 6
"105" "jf" 4 1 3 0 1 260 18 1 3
"106" "jf" 4 1 3 0 1 387 46 1 3
"107" "jf" 4 1 3 0 1 304 35 1 4
"108" "jf" 4 1 3 0 1 338 48 1 4
"109" "jf" 4 2 3 0 1 366 53 0 4
"110" "jf" 4 1 3 0 1 350 81 1 4
"111" "jf" 5 1 3 0 1 328 9 1 1
"112" "jf" 5 2 3 0 1 301 21 0 1
"113" "jf" 5 1 3 0 1 250 24 1 5
"114" "jf" 5 1 3 0 1 286 7 1 6
"115" "jf" 6 1 3 0 1 270 3 1 1
"116" "jf" 6 1 3 0 1 283 48 1 2
"117" "jf" 6 1 3 0 1 233 30 1 5
"118" "jf" 6 1 3 0 1 289 88 1 5
"119" "jf" 8 1 3 0 1 337 11 1 1
"120" "jf" 8 1 3 0 1 242 27 1 2
"121" "jf" 8 1 3 0 1 223 22 1 5
"122" "jf" 8 1 3 0 1 260 92 1 5
"123" "jf" 8 1 3 0 1 293 40 1 6
"124" "jf" 8 1 3 0 1 259 59 1 6
"125" "jf" 9 1 3 0 1 365 78 1 3
"126" "jf" 9 1 3 0 1 342 101 1 3
"127" "jf" 9 1 3 0 1 355 31 1 4
"128" "jf" 9 1 3 0 1 334 54 1 8
"129" "jf" 9 1 3 0 1 331 71 1 8
"130" "jf" 10 1 3 0 1 323 46 1 1
"131" "jf" 10 1 3 0 1 404 21 1 5
"132" "jf" 10 1 3 0 1 372 97 1 5
"133" "jf" 10 1 3 0 1 300 5 1 6
"134" "jf" 10 1 3 0 1 268 90 1 6
"135" "jf" 11 1 3 0 1 363 60 1 3
"136" "jf" 11 1 3 0 1 275 90 1 3
"137" "jf" 11 1 3 0 1 326 94 1 4
"138" "jf" 11 1 3 0 1 184 94 1 7
"139" "jf" 11 1 3 0 1 234 10 1 8
"140" "jf" 11 1 3 0 1 288 11 1 8
"141" "jf" 11 1 3 0 1 252 37 1 8
"142" "jf" 11 1 3 0 1 335 47 1 8
"143" "jf" 1 1 4 0 1 316 57 1 2
"144" "jf" 1 1 4 0 1 265 6 1 5
"145" "jf" 1 1 4 0 1 220 85 1 5
"146" "jf" 1 1 4 0 1 248 39 1 6
"147" "jf" 1 1 4 0 1 381 102 1 6
"148" "jf" 2 1 4 0 1 273 24 1 4
"149" "jf" 2 1 4 0 1 291 74 1 4
"150" "jf" 2 1 4 0 1 353 95 1 4
"151" "jf" 2 1 4 0 1 247 15 1 7
"152" "jf" 2 1 4 0 1 307 23 1 7
"153" "jf" 2 1 4 0 2 243 73 0 7
"154" "jf" 2 1 4 0 1 381 101 1 7
"155" "jf" 2 1 4 0 1 363 43 1 8
"156" "jf" 2 2 4 0 1 270 64 0 8
"157" "jf" 3 1 4 0 1 303 45 1 2
"158" "jf" 3 1 4 0 2 323 79 0 2
"159" "jf" 3 1 4 0 1 286 35 1 5
"160" "jf" 3 1 4 0 1 333 3 1 6
"161" "jf" 3 1 4 0 1 305 68 1 6
"162" "jf" 3 1 4 0 1 351 70 1 6
"163" "jf" 3 2 4 0 1 429 94 0 6
"164" "jf" 4 1 4 0 1 337 66 1 3
"165" "jf" 4 1 4 0 1 337 85 1 3
"166" "jf" 4 1 4 0 1 301 74 1 7
"167" "jf" 4 1 4 0 1 270 77 1 7
"168" "jf" 5 2 4 0 1 318 8 0 1
"169" "jf" 5 1 4 0 1 316 94 1 1
"170" "jf" 5 1 4 0 1 340 29 1 2
"171" "jf" 5 1 4 0 1 388 49 1 2
"172" "jf" 5 1 4 0 1 272 6 1 5
"173" "jf" 5 1 4 0 1 357 95 1 5
"174" "jf" 5 1 4 0 1 350 84 1 6
"175" "jf" 6 1 4 0 1 283 16 1 2
"176" "jf" 6 1 4 0 1 254 25 1 5
"177" "jf" 6 1 4 0 1 513 47 1 6
"178" "jf" 6 1 4 0 1 321 62 1 6
"179" "jf" 6 1 4 0 1 339 80 1 6
"180" "jf" 7 1 4 0 1 338 37 1 3
"181" "jf" 7 1 4 0 1 339 51 1 3
"182" "jf" 7 1 4 0 1 239 60 1 4
"183" "jf" 7 1 4 0 1 367 79 1 7
"184" "jf" 8 1 4 0 1 293 15 1 1
"185" "jf" 8 1 4 0 1 321 26 1 1
"186" "jf" 8 1 4 0 1 321 84 1 2
"187" "jf" 8 1 4 0 1 314 41 1 5
"188" "jf" 8 1 4 0 1 335 45 1 5
"189" "jf" 8 1 4 0 1 344 60 1 5
"190" "jf" 8 1 4 0 1 288 13 1 6
"191" "jf" 9 1 4 0 1 330 4 1 3
"192" "jf" 9 1 4 0 1 319 43 1 4
"193" "jf" 9 1 4 0 1 335 53 1 4
"194" "jf" 10 1 4 0 2 392 9 0 1
"195" "jf" 10 1 4 0 1 389 13 1 1
"196" "jf" 10 1 4 0 1 324 23 1 1
"197" "jf" 10 1 4 0 1 410 84 1 1
"198" "jf" 10 1 4 0 1 349 85 1 1
"199" "jf" 10 2 4 0 1 345 94 0 1
"200" "jf" 10 1 4 0 1 310 95 1 1
"201" "jf" 10 1 4 0 1 293 63 1 2
"202" "jf" 10 1 4 0 1 343 44 1 6
"203" "jf" 10 1 4 0 1 335 62 1 6
"204" "jf" 11 1 4 0 1 299 4 1 4
"205" "jf" 11 1 4 0 1 169 52 1 4
"206" "jf" 11 1 4 0 1 285 63 1 7
"207" "jf" 11 1 4 0 2 216 25 0 8
"208" "jf" 11 1 4 0 1 236 27 1 8
"209" "jf" 11 1 4 0 1 288 36 1 8
"210" "jf" 1 1 5 0 1 391 45 1 1
"211" "jf" 1 1 5 0 1 441 90 1 1
"212" "jf" 1 1 5 0 1 457 27 1 2
"213" "jf" 1 1 5 0 1 258 11 1 5
"214" "jf" 1 1 5 0 1 391 83 1 5
"215" "jf" 1 1 5 0 1 328 50 1 6
"216" "jf" 1 1 5 0 1 271 98 1 6
"217" "jf" 2 1 5 0 1 220 40 1 4
"218" "jf" 2 1 5 0 1 297 60 1 4
"219" "jf" 2 1 5 0 1 295 77 1 4
"220" "jf" 2 1 5 0 1 313 93 1 4
"221" "jf" 2 1 5 0 1 303 97 1 4
"222" "jf" 2 1 5 0 1 329 4 1 7
"223" "jf" 2 1 5 0 1 284 83 1 7
"224" "jf" 2 2 5 0 1 264 14 0 8
"225" "jf" 2 1 5 0 1 329 50 1 8
"226" "jf" 3 1 5 0 1 354 46 1 1
"227" "jf" 3 1 5 0 1 314 39 1 2
"228" "jf" 3 1 5 0 1 329 93 1 2
"229" "jf" 3 1 5 0 2 328 3 0 5
"230" "jf" 3 1 5 0 1 342 40 1 5
"231" "jf" 3 1 5 0 1 396 47 1 5
"232" "jf" 3 1 5 0 1 313 55 1 6
"233" "jf" 3 2 5 0 1 323 78 0 6
"234" "jf" 4 1 5 0 1 316 3 1 3
"235" "jf" 4 1 5 0 1 446 55 1 3
"236" "jf" 4 1 5 0 1 371 96 1 3
"237" "jf" 4 1 5 0 1 337 98 1 3
"238" "jf" 4 1 5 0 1 314 5 1 4
"239" "jf" 4 1 5 0 1 382 66 1 7
"240" "jf" 4 1 5 0 1 487 102 1 7
"241" "jf" 4 1 5 0 1 290 102 1 8
"242" "jf" 5 1 5 0 1 263 26 1 1
"243" "jf" 5 1 5 0 1 378 80 1 1
"244" "jf" 5 1 5 0 1 365 90 1 1
"245" "jf" 5 1 5 0 1 311 93 1 2
"246" "jf" 5 1 5 0 1 285 7 1 5
"247" "jf" 5 1 5 0 1 223 17 1 5
"248" "jf" 5 1 5 0 1 256 43 1 5
"249" "jf" 5 1 5 0 1 300 20 1 6
"250" "jf" 5 1 5 0 1 306 43 1 6
"251" "jf" 5 1 5 0 1 339 45 1 6
"252" "jf" 6 1 5 0 1 222 21 1 2
"253" "jf" 6 1 5 0 1 370 66 1 2
"254" "jf" 6 1 5 0 1 300 81 1 2
"255" "jf" 6 1 5 0 1 332 91 1 5
"256" "jf" 6 1 5 0 1 222 8 1 6
"257" "jf" 6 1 5 0 1 250 9 1 6
"258" "jf" 7 1 5 0 1 294 93 1 3
"259" "jf" 7 1 5 0 1 272 62 1 4
"260" "jf" 7 1 5 0 2 256 70 0 4
"261" "jf" 7 1 5 0 1 415 31 1 7
"262" "jf" 7 1 5 0 1 306 74 1 7
"263" "jf" 7 1 5 0 2 244 102 0 7
"264" "jf" 7 1 5 0 1 286 14 1 8
"265" "jf" 7 1 5 0 1 301 36 1 8
"266" "jf" 7 1 5 0 1 312 42 1 8
"267" "jf" 7 1 5 0 1 261 73 1 8
"268" "jf" 8 1 5 0 1 371 64 1 1
"269" "jf" 8 1 5 0 1 321 13 1 2
"270" "jf" 8 2 5 0 1 229 23 0 2
"271" "jf" 8 2 5 0 1 335 38 0 2
"272" "jf" 8 1 5 0 1 275 68 1 2
"273" "jf" 8 1 5 0 1 293 70 1 2
"274" "jf" 8 1 5 0 1 327 18 1 5
"275" "jf" 8 1 5 0 1 265 25 1 5
"276" "jf" 9 1 5 0 1 269 6 1 3
"277" "jf" 9 1 5 0 1 306 14 1 3
"278" "jf" 9 1 5 0 1 355 1 1 4
"279" "jf" 9 1 5 0 1 287 10 1 4
"280" "jf" 9 1 5 0 1 338 73 1 4
"281" "jf" 9 1 5 0 1 328 56 1 7
"282" "jf" 9 2 5 0 1 254 97 0 7
"283" "jf" 9 1 5 0 2 327 84 0 8
"284" "jf" 9 1 5 0 1 319 94 1 8
"285" "jf" 9 1 5 0 2 285 102 0 8
"286" "jf" 10 1 5 0 1 501 3 1 1
"287" "jf" 10 1 5 0 1 383 14 1 1
"288" "jf" 10 1 5 0 1 299 21 1 1
"289" "jf" 10 1 5 0 1 349 77 1 1
"290" "jf" 10 1 5 0 2 349 49 0 2
"291" "jf" 10 1 5 0 1 311 88 1 5
"292" "jf" 10 1 5 0 1 356 100 1 5
"293" "jf" 10 1 5 0 1 477 102 1 6
"294" "jf" 11 1 5 0 1 273 31 1 3
"295" "jf" 11 1 5 0 1 268 66 1 3
"296" "jf" 11 1 5 0 1 285 69 1 3
"297" "jf" 11 2 5 0 1 254 70 0 3
"298" "jf" 11 1 5 0 1 289 36 1 4
"299" "jf" 11 1 5 0 1 231 45 1 4
"300" "jf" 11 1 5 0 1 240 77 1 7
"301" "jf" 11 1 5 0 1 224 2 1 8
"302" "jf" 11 1 5 0 1 293 46 1 8
"303" "jf" 11 1 5 0 1 310 90 1 8
"304" "jf" 1 1 6 0 1 437 3 1 1
"305" "jf" 1 1 6 0 1 369 18 1 1
"306" "jf" 1 1 6 0 1 237 95 1 1
"307" "jf" 1 1 6 0 1 266 7 1 2
"308" "jf" 1 1 6 0 1 330 66 1 2
"309" "jf" 1 1 6 0 1 370 93 1 2
"310" "jf" 1 1 6 0 1 407 40 1 5
"311" "jf" 1 1 6 0 1 303 54 1 5
"312" "jf" 1 1 6 0 1 303 36 1 6
"313" "jf" 1 1 6 0 1 300 38 1 6
"314" "jf" 2 1 6 0 1 231 14 1 3
"315" "jf" 2 1 6 0 1 368 51 1 3
"316" "jf" 2 1 6 0 1 304 65 1 3
"317" "jf" 2 1 6 0 1 281 72 1 3
"318" "jf" 2 1 6 0 1 341 19 1 4
"319" "jf" 2 1 6 0 1 329 21 1 4
"320" "jf" 2 1 6 0 1 391 85 1 4
"321" "jf" 2 1 6 0 1 333 86 1 4
"322" "jf" 2 1 6 0 1 330 89 1 4
"323" "jf" 2 1 6 0 2 242 66 0 7
"324" "jf" 2 1 6 0 1 270 8 1 8
"325" "jf" 2 1 6 0 2 352 46 0 8
"326" "jf" 2 1 6 0 1 318 53 1 8
"327" "jf" 2 1 6 0 2 311 95 0 8
"328" "jf" 3 1 6 0 1 349 55 1 1
"329" "jf" 3 1 6 0 1 320 72 1 1
"330" "jf" 3 1 6 0 1 303 49 1 2
"331" "jf" 3 1 6 0 1 271 60 1 2
"332" "jf" 3 1 6 0 1 367 10 1 6
"333" "jf" 3 1 6 0 1 343 81 1 6
"334" "jf" 4 1 6 0 1 350 28 1 4
"335" "jf" 4 1 6 0 1 322 56 1 4
"336" "jf" 4 1 6 0 1 320 63 1 4
"337" "jf" 4 1 6 0 1 299 11 1 7
"338" "jf" 4 1 6 0 1 271 34 1 7
"339" "jf" 4 1 6 0 1 351 72 1 7
"340" "jf" 4 1 6 0 1 355 80 1 7
"341" "jf" 4 1 6 0 1 383 26 1 8
"342" "jf" 5 1 6 0 1 252 60 1 1
"343" "jf" 5 1 6 0 1 338 71 1 2
"344" "jf" 5 1 6 0 1 351 84 1 2
"345" "jf" 5 1 6 0 1 317 33 1 5
"346" "jf" 5 1 6 0 1 341 93 1 5
"347" "jf" 5 1 6 0 1 299 22 1 6
"348" "jf" 6 2 6 0 1 238 14 0 1
"349" "jf" 6 1 6 0 2 261 21 0 1
"350" "jf" 6 1 6 0 1 348 40 1 1
"351" "jf" 6 1 6 0 1 370 46 1 1
"352" "jf" 6 1 6 0 1 346 54 1 1
"353" "jf" 6 1 6 0 1 293 100 1 1
"354" "jf" 6 1 6 0 1 301 74 1 2
"355" "jf" 6 1 6 0 1 332 75 1 2
"356" "jf" 6 1 6 0 1 317 76 1 2
"357" "jf" 6 1 6 0 2 300 3 0 5
"358" "jf" 6 1 6 0 1 317 33 1 5
"359" "jf" 6 1 6 0 1 386 61 1 5
"360" "jf" 6 1 6 0 1 348 101 1 5
"361" "jf" 6 1 6 0 1 292 29 1 6
"362" "jf" 7 1 6 0 1 338 45 1 3
"363" "jf" 7 1 6 0 1 366 66 1 3
"364" "jf" 7 1 6 0 1 400 73 1 3
"365" "jf" 7 2 6 0 1 299 21 0 4
"366" "jf" 7 1 6 0 1 431 36 1 4
"367" "jf" 7 1 6 0 1 301 74 1 4
"368" "jf" 7 1 6 0 1 334 6 1 7
"369" "jf" 7 1 6 0 1 449 78 1 7
"370" "jf" 7 2 6 0 1 351 83 0 7
"371" "jf" 7 1 6 0 1 282 12 1 8
"372" "jf" 7 2 6 0 1 252 16 0 8
"373" "jf" 7 1 6 0 1 268 34 1 8
"374" "jf" 7 1 6 0 1 285 35 1 8
"375" "jf" 7 1 6 0 1 337 98 1 8
"376" "jf" 8 1 6 0 1 275 31 1 1
"377" "jf" 8 1 6 0 1 275 38 1 1
"378" "jf" 8 1 6 0 1 307 51 1 1
"379" "jf" 8 1 6 0 1 338 78 1 1
"380" "jf" 8 1 6 0 1 310 10 1 5
"381" "jf" 8 1 6 0 1 302 31 1 5
"382" "jf" 8 1 6 0 2 333 43 0 5
"383" "jf" 8 1 6 0 1 320 53 1 5
"384" "jf" 8 1 6 0 1 256 5 1 6
"385" "jf" 8 1 6 0 1 220 12 1 6
"386" "jf" 8 1 6 0 1 222 19 1 6
"387" "jf" 8 1 6 0 1 286 38 1 6
"388" "jf" 8 1 6 0 1 327 62 1 6
"389" "jf" 9 2 6 0 1 307 60 0 3
"390" "jf" 9 1 6 0 1 328 61 1 3
"391" "jf" 9 1 6 0 1 269 65 1 3
"392" "jf" 9 1 6 0 1 336 80 1 3
"393" "jf" 9 1 6 0 1 302 91 1 3
"394" "jf" 9 1 6 0 1 289 91 1 4
"395" "jf" 9 2 6 0 1 334 57 0 7
"396" "jf" 9 1 6 0 1 368 68 1 7
"397" "jf" 9 1 6 0 1 218 91 1 7
"398" "jf" 9 1 6 0 2 281 13 0 8
"399" "jf" 9 1 6 0 2 280 36 0 8
"400" "jf" 10 1 6 0 1 277 32 1 1
"401" "jf" 10 1 6 0 1 288 66 1 2
"402" "jf" 10 2 6 0 1 252 96 0 2
"403" "jf" 10 1 6 0 1 393 97 1 2
"404" "jf" 10 1 6 0 1 271 37 1 5
"405" "jf" 10 2 6 0 1 301 90 0 5
"406" "jf" 10 1 6 0 1 366 29 1 6
"407" "jf" 10 2 6 0 1 309 37 0 6
"408" "jf" 10 1 6 0 1 299 95 1 6
"409" "jf" 11 1 6 0 1 285 20 1 3
"410" "jf" 11 1 6 0 2 266 25 0 3
"411" "jf" 11 1 6 0 2 393 29 0 3
"412" "jf" 11 2 6 0 1 307 43 0 4
"413" "jf" 11 1 6 0 1 267 58 1 4
"414" "jf" 11 1 6 0 1 287 63 1 4
"415" "jf" 11 1 6 0 1 301 73 1 4
"416" "jf" 11 1 6 0 1 221 99 1 7
"417" "jf" 1 1 7 0 2 303 73 0 2
"418" "jf" 1 1 7 0 1 233 12 1 5
"419" "jf" 1 1 7 0 1 233 13 1 5
"420" "jf" 1 1 7 0 1 308 17 1 5
"421" "jf" 1 1 7 0 1 273 34 1 5
"422" "jf" 1 1 7 0 1 330 55 1 5
"423" "jf" 1 1 7 0 1 327 55 1 6
"424" "jf" 1 1 7 0 1 249 81 1 6
"425" "jf" 1 2 7 0 2 303 83 1 6
"426" "jf" 2 1 7 0 1 295 26 1 3
"427" "jf" 2 1 7 0 1 298 73 1 3
"428" "jf" 2 1 7 0 1 298 14 1 4
"429" "jf" 2 2 7 0 1 297 25 0 4
"430" "jf" 2 1 7 0 1 297 90 1 4
"431" "jf" 2 1 7 0 1 334 2 1 7
"432" "jf" 2 1 7 0 1 330 32 1 7
"433" "jf" 2 1 7 0 1 265 90 1 7
"434" "jf" 2 1 7 0 1 286 18 1 8
"435" "jf" 3 1 7 0 1 386 67 1 1
"436" "jf" 3 1 7 0 1 316 102 1 1
"437" "jf" 3 1 7 0 1 347 27 1 2
"438" "jf" 3 1 7 0 1 304 33 1 2
"439" "jf" 3 1 7 0 1 288 11 1 5
"440" "jf" 3 1 7 0 1 296 69 1 5
"441" "jf" 3 1 7 0 1 412 90 1 6
"442" "jf" 4 1 7 0 1 405 77 1 3
"443" "jf" 4 1 7 0 1 379 31 1 4
"444" "jf" 4 1 7 0 1 339 95 1 4
"445" "jf" 4 1 7 0 1 300 20 1 7
"446" "jf" 4 1 7 0 1 353 71 1 7
"447" "jf" 4 1 7 0 1 353 10 1 8
"448" "jf" 4 1 7 0 1 305 15 1 8
"449" "jf" 4 1 7 0 1 335 36 1 8
"450" "jf" 4 1 7 0 1 367 55 1 8
"451" "jf" 4 2 7 0 1 314 78 0 8
"452" "jf" 4 1 7 0 1 376 79 1 8
"453" "jf" 5 1 7 0 1 351 3 1 1
"454" "jf" 5 1 7 0 1 301 28 1 1
"455" "jf" 5 1 7 0 1 284 82 1 1
"456" "jf" 5 1 7 0 1 343 47 1 2
"457" "jf" 5 2 7 0 1 315 65 0 2
"458" "jf" 5 1 7 0 1 350 91 1 2
"459" "jf" 5 1 7 0 1 265 15 1 5
"460" "jf" 5 1 7 0 1 326 41 1 5
"461" "jf" 5 1 7 0 1 439 68 1 5
"462" "jf" 5 1 7 0 1 352 76 1 5
"463" "jf" 5 1 7 0 1 333 77 1 5
"464" "jf" 5 1 7 0 1 384 97 1 5
"465" "jf" 5 1 7 0 1 363 90 1 6
"466" "jf" 5 1 7 0 1 400 96 1 6
"467" "jf" 6 1 7 0 1 371 64 1 1
"468" "jf" 6 2 7 0 1 299 2 0 2
"469" "jf" 6 1 7 0 1 300 17 1 2
"470" "jf" 6 1 7 0 1 286 59 1 2
"471" "jf" 6 1 7 0 1 267 70 1 5
"472" "jf" 6 1 7 0 1 338 1 1 6
"473" "jf" 6 1 7 0 1 477 82 1 6
"474" "jf" 7 1 7 0 1 354 1 1 3
"475" "jf" 7 1 7 0 1 382 55 1 3
"476" "jf" 7 1 7 0 1 377 90 1 3
"477" "jf" 7 1 7 0 1 294 14 1 4
"478" "jf" 7 1 7 0 1 236 16 1 4
"479" "jf" 7 1 7 0 1 252 57 1 4
"480" "jf" 7 1 7 0 1 361 88 1 4
"481" "jf" 7 1 7 0 1 349 9 1 7
"482" "jf" 7 1 7 0 1 240 13 1 7
"483" "jf" 7 2 7 0 1 266 72 0 7
"484" "jf" 7 1 7 0 1 318 93 1 7
"485" "jf" 8 1 7 0 2 331 40 0 1
"486" "jf" 8 1 7 0 1 485 40 1 2
"487" "jf" 8 1 7 0 1 337 55 1 2
"488" "jf" 8 1 7 0 1 374 83 1 2
"489" "jf" 8 1 7 0 1 288 20 1 5
"490" "jf" 8 1 7 0 1 304 67 1 5
"491" "jf" 8 1 7 0 1 348 78 1 5
"492" "jf" 9 1 7 0 1 323 8 1 3
"493" "jf" 9 2 7 0 1 348 57 0 3
"494" "jf" 9 1 7 0 1 357 82 1 3
"495" "jf" 9 1 7 0 1 335 48 1 4
"496" "jf" 9 1 7 0 1 271 52 1 4
"497" "jf" 9 1 7 0 1 272 65 1 4
"498" "jf" 9 1 7 0 1 431 67 1 4
"499" "jf" 9 1 7 0 1 348 77 1 7
"500" "jf" 9 1 7 0 1 207 88 1 7
"501" "jf" 9 2 7 0 1 203 7 0 8
"502" "jf" 9 1 7 0 1 218 10 1 8
"503" "jf" 9 1 7 0 1 305 65 1 8
"504" "jf" 10 1 7 0 1 305 26 1 1
"505" "jf" 10 1 7 0 1 239 58 1 1
"506" "jf" 10 1 7 0 1 272 15 1 2
"507" "jf" 10 1 7 0 1 351 41 1 2
"508" "jf" 10 1 7 0 1 288 57 1 2
"509" "jf" 10 1 7 0 1 307 80 1 5
"510" "jf" 10 2 7 0 1 350 45 0 6
"511" "jf" 10 2 7 0 1 299 92 0 6
"512" "jf" 11 1 7 0 1 274 58 1 3
"513" "jf" 11 1 7 0 2 263 9 0 4
"514" "jf" 11 1 7 0 1 224 12 1 7
"515" "jf" 11 1 7 0 1 217 98 1 7
"516" "jf" 11 1 7 0 1 258 41 1 8
"517" "jf" 11 1 7 0 1 292 75 1 8
"518" "jf" 11 1 7 0 1 277 93 1 8
"519" "jf" 1 1 8 0 1 478 13 1 1
"520" "jf" 1 1 8 0 2 287 30 0 1
"521" "jf" 1 1 8 0 1 270 29 1 5
"522" "jf" 1 1 8 0 1 346 78 1 5
"523" "jf" 1 1 8 0 1 531 18 1 6
"524" "jf" 1 1 8 0 2 318 49 0 6
"525" "jf" 1 1 8 0 1 250 64 1 6
"526" "jf" 1 1 8 0 1 321 93 1 6
"527" "jf" 2 1 8 0 1 227 10 1 3
"528" "jf" 2 1 8 0 1 281 13 1 3
"529" "jf" 2 1 8 0 1 282 32 1 3
"530" "jf" 2 2 8 0 1 352 82 0 3
"531" "jf" 2 1 8 0 2 283 92 0 3
"532" "jf" 2 1 8 0 1 266 15 1 4
"533" "jf" 2 2 8 0 2 310 20 1 4
"534" "jf" 2 1 8 0 1 351 34 1 4
"535" "jf" 2 1 8 0 1 324 52 1 4
