"subj" "sess" "dist" "prop" "instr" "resp" "rt" "tr_id" "acc" "block"
"326" "jf" 1 1 18 0 2 384 6 0 1
"327" "jf" 1 2 18 0 2 321 9 1 1
"328" "jf" 1 2 18 0 2 812 11 1 1
"329" "jf" 1 2 18 0 1 541 24 0 1
"330" "jf" 1 2 18 0 1 310 52 0 1
"331" "jf" 1 1 18 0 2 417 66 0 1
"332" "jf" 1 2 18 0 1 262 79 0 1
"333" "jf" 1 1 18 0 2 502 82 0 1
"334" "jf" 1 2 18 0 1 219 89 0 1
"335" "jf" 1 2 18 0 2 326 92 1 1
"336" "jf" 3 2 18 0 1 345 18 0 1
"337" "jf" 3 2 18 0 2 336 24 1 1
"338" "jf" 3 2 18 0 2 307 36 1 1
"339" "jf" 3 2 18 0 2 279 37 1 1
"340" "jf" 3 2 18 0 2 204 39 1 1
"341" "jf" 3 2 18 0 2 375 64 1 1
"342" "jf" 3 2 18 0 1 323 88 0 1
"343" "jf" 3 2 18 0 1 404 93 0 1
"344" "jf" 5 1 18 0 2 335 5 0 1
"345" "jf" 5 2 18 0 2 344 11 1 1
"346" "jf" 5 2 18 0 2 285 12 1 1
"347" "jf" 5 1 18 0 2 277 17 0 1
"348" "jf" 5 2 18 0 2 246 41 1 1
"349" "jf" 5 1 18 0 1 272 56 1 1
"350" "jf" 5 1 18 0 2 430 88 0 1
"351" "jf" 5 1 18 0 2 393 89 0 1
"352" "jf" 5 2 18 0 2 361 92 1 1
"353" "jf" 6 1 18 0 2 361 5 0 1
"354" "jf" 6 2 18 0 1 255 8 0 1
"355" "jf" 6 1 18 0 2 278 19 0 1
"356" "jf" 6 2 18 0 2 254 24 1 1
"357" "jf" 6 2 18 0 2 278 26 1 1
"358" "jf" 6 2 18 0 1 379 89 0 1
"359" "jf" 6 2 18 0 2 283 95 1 1
"360" "jf" 6 2 18 0 1 309 98 0 1
"361" "jf" 8 2 18 0 2 304 14 1 1
"362" "jf" 8 2 18 0 1 252 35 0 1
"363" "jf" 8 2 18 0 2 311 41 1 1
"364" "jf" 8 2 18 0 2 384 76 1 1
"365" "jf" 8 1 18 0 2 299 82 0 1
"366" "jf" 8 2 18 0 2 363 83 1 1
"367" "jf" 8 1 18 0 2 315 87 0 1
"368" "jf" 10 1 18 0 2 311 47 0 1
"369" "jf" 10 2 18 0 2 294 53 1 1
"370" "jf" 10 2 18 0 2 313 102 1 1
"371" "jf" 1 1 19 0 1 328 7 1 1
"372" "jf" 1 2 19 0 2 318 10 1 1
"373" "jf" 1 2 19 0 2 477 21 1 1
"374" "jf" 1 2 19 0 2 311 32 1 1
"375" "jf" 1 1 19 0 2 260 48 0 1
"376" "jf" 1 1 19 0 2 412 77 0 1
"377" "jf" 1 2 19 0 1 430 81 0 1
"378" "jf" 1 2 19 0 1 333 97 0 1
"379" "jf" 3 2 19 0 1 467 3 0 1
"380" "jf" 3 1 19 0 1 439 4 1 1
"381" "jf" 3 2 19 0 2 426 58 1 1
"382" "jf" 3 2 19 0 2 413 59 1 1
"383" "jf" 3 1 19 0 2 448 70 0 1
"384" "jf" 5 2 19 0 2 317 36 1 1
"385" "jf" 5 1 19 0 2 352 99 0 1
"386" "jf" 6 2 19 0 2 400 41 1 1
"387" "jf" 6 2 19 0 2 404 44 1 1
"388" "jf" 6 1 19 0 2 326 47 0 1
"389" "jf" 6 1 19 0 2 326 50 0 1
"390" "jf" 6 2 19 0 2 443 52 1 1
"391" "jf" 6 2 19 0 2 354 61 1 1
"392" "jf" 6 1 19 0 2 279 88 0 1
"393" "jf" 8 2 19 0 2 335 49 1 1
"394" "jf" 8 2 19 0 2 348 61 1 1
"395" "jf" 8 1 19 0 1 339 86 1 1
"396" "jf" 8 2 19 0 2 319 89 1 1
"397" "jf" 10 2 19 0 2 312 86 1 1
"398" "jf" 10 1 19 0 2 300 87 0 1
"399" "jf" 1 1 20 0 1 436 20 1 1
"400" "jf" 1 1 20 0 2 325 78 0 1
"401" "jf" 3 1 20 0 2 379 25 0 1
"402" "jf" 3 2 20 0 2 447 45 1 1
"403" "jf" 5 1 20 0 2 280 10 0 1
"404" "jf" 5 1 20 0 2 256 16 0 1
"405" "jf" 5 2 20 0 2 285 42 1 1
"406" "jf" 5 2 20 0 1 262 59 0 1
"407" "jf" 5 2 20 0 2 264 73 1 1
"408" "jf" 6 2 20 0 2 271 9 1 1
"409" "jf" 6 2 20 0 1 262 34 0 1
"410" "jf" 6 2 20 0 2 375 48 1 1
"411" "jf" 6 2 20 0 2 366 56 1 1
"412" "jf" 6 2 20 0 2 348 57 1 1
"413" "jf" 6 2 20 0 2 284 62 1 1
"414" "jf" 6 2 20 0 2 316 77 1 1
"415" "jf" 6 2 20 0 2 332 81 1 1
"416" "jf" 6 1 20 0 1 265 83 1 1
"417" "jf" 6 2 20 0 2 304 85 1 1
"418" "jf" 8 2 20 0 2 337 13 1 1
"419" "jf" 8 1 20 0 2 282 21 0 1
"420" "jf" 8 2 20 0 2 283 36 1 1
"421" "jf" 8 1 20 0 2 316 79 0 1
"422" "jf" 10 1 20 0 2 329 20 0 1
"423" "jf" 10 2 20 0 2 233 37 1 1
"424" "jf" 10 2 20 0 2 339 74 1 1
"425" "jf" 10 1 20 0 2 317 81 0 1
"426" "jf" 1 2 21 0 2 330 27 1 1
"427" "jf" 1 1 21 0 2 282 56 0 1
"428" "jf" 1 2 21 0 1 238 60 0 1
"429" "jf" 1 2 21 0 1 448 65 0 1
"430" "jf" 1 1 21 0 2 368 75 0 1
"431" "jf" 3 1 21 0 1 497 5 1 1
"432" "jf" 3 2 21 0 1 418 11 0 1
"433" "jf" 3 1 21 0 2 236 35 0 1
"434" "jf" 3 2 21 0 2 348 44 1 1
"435" "jf" 3 1 21 0 2 497 53 0 1
"436" "jf" 3 2 21 0 2 344 77 1 1
"437" "jf" 3 2 21 0 2 337 79 1 1
"438" "jf" 5 2 21 0 1 267 19 0 1
"439" "jf" 5 1 21 0 2 333 37 0 1
"440" "jf" 5 2 21 0 2 294 65 1 1
"441" "jf" 5 2 21 0 2 285 74 1 1
"442" "jf" 5 2 21 0 2 263 77 1 1
"443" "jf" 5 1 21 0 2 263 81 0 1
"444" "jf" 6 2 21 0 2 265 11 1 1
"445" "jf" 6 2 21 0 2 238 16 1 1
"446" "jf" 6 2 21 0 1 272 68 0 1
"447" "jf" 6 2 21 0 2 344 75 1 1
"448" "jf" 6 1 21 0 1 355 96 1 1
"449" "jf" 8 2 21 0 2 335 4 1 1
"450" "jf" 8 2 21 0 2 381 18 1 1
"451" "jf" 8 1 21 0 2 258 33 0 1
"452" "jf" 8 1 21 0 2 381 53 0 1
"453" "jf" 8 2 21 0 2 381 54 1 1
"454" "jf" 8 2 21 0 2 337 57 1 1
"455" "jf" 8 2 21 0 2 339 97 1 1
"456" "jf" 10 1 21 0 2 316 4 0 1
"457" "jf" 10 2 21 0 1 342 8 0 1
"458" "jf" 1 2 22 0 2 343 5 1 1
"459" "jf" 1 2 22 0 2 484 36 1 1
"460" "jf" 1 1 22 0 2 359 41 0 1
"461" "jf" 1 1 22 0 1 346 54 1 1
"462" "jf" 1 2 22 0 1 379 57 0 1
"463" "jf" 1 2 22 0 1 236 96 0 1
"464" "jf" 3 2 22 0 2 409 7 1 1
"465" "jf" 3 2 22 0 2 269 12 1 1
"466" "jf" 3 2 22 0 2 314 13 1 1
"467" "jf" 3 2 22 0 2 324 30 1 1
"468" "jf" 3 2 22 0 2 260 32 1 1
"469" "jf" 3 2 22 0 2 427 71 1 1
"470" "jf" 3 2 22 0 2 349 80 1 1
"471" "jf" 3 2 22 0 2 414 81 1 1
"472" "jf" 3 2 22 0 2 310 91 1 1
"473" "jf" 5 2 22 0 2 317 39 1 1
"474" "jf" 5 2 22 0 2 255 49 1 1
"475" "jf" 5 2 22 0 2 246 67 1 1
"476" "jf" 5 2 22 0 2 284 68 1 1
"477" "jf" 5 2 22 0 2 284 75 1 1
"478" "jf" 6 1 22 0 2 401 53 0 1
"479" "jf" 8 2 22 0 2 335 37 1 1
"480" "jf" 8 2 22 0 2 301 95 1 1
"481" "jf" 10 2 22 0 1 448 6 0 1
"482" "jf" 10 2 22 0 2 292 39 1 1
"483" "jf" 10 2 22 0 2 282 41 1 1
"484" "jf" 10 2 22 0 2 311 59 1 1
"485" "jf" 10 2 22 0 2 366 64 1 1
"486" "jf" 10 2 22 0 2 294 68 1 1
"487" "jf" 10 1 22 0 2 266 70 0 1
"488" "jf" 1 2 23 0 2 473 15 1 1
"489" "jf" 1 2 23 0 2 473 17 1 1
"490" "jf" 3 1 23 0 2 393 9 0 1
"491" "jf" 3 1 23 0 2 308 22 0 1
"492" "jf" 3 1 23 0 2 409 61 0 1
"493" "jf" 3 2 23 0 2 376 84 1 1
"494" "jf" 3 2 23 0 2 364 85 1 1
"495" "jf" 5 2 23 0 2 346 4 1 1
"496" "jf" 5 2 23 0 1 252 83 0 1
"497" "jf" 5 2 23 0 2 383 102 1 1
"498" "jf" 6 2 23 0 2 309 29 1 1
"499" "jf" 6 1 23 0 2 363 49 0 1
"500" "jf" 6 2 23 0 2 311 67 1 1
"501" "jf" 8 2 23 0 1 330 23 0 1
"502" "jf" 10 2 23 0 1 327 7 0 1
"503" "jf" 10 1 23 0 1 268 18 1 1
"504" "jf" 10 2 23 0 2 312 24 1 1
"505" "jf" 10 2 23 0 2 317 60 1 1
"506" "jf" 10 2 23 0 2 298 69 1 1
"507" "jf" 1 1 24 0 2 377 39 0 1
"508" "jf" 3 2 24 0 2 236 15 1 1
"509" "jf" 3 2 24 0 2 390 47 1 1
"510" "jf" 5 2 24 0 1 260 63 0 1
"511" "jf" 6 2 24 0 2 227 13 1 1
"512" "jf" 6 2 24 0 2 296 35 1 1
"513" "jf" 6 2 24 0 2 345 80 1 1
"514" "jf" 6 1 24 0 2 334 82 0 1
"515" "jf" 6 2 24 0 1 206 86 0 1
"516" "jf" 8 2 24 0 2 332 12 1 1
"517" "jf" 8 2 24 0 2 304 50 1 1
"518" "jf" 8 2 24 0 2 329 80 1 1
"519" "jf" 10 2 24 0 2 227 66 1 1
"520" "jf" 10 1 24 0 2 327 82 0 1
"521" "jf" 1 2 25 0 2 317 26 1 1
"522" "jf" 3 2 25 0 2 303 89 1 1
"523" "jf" 6 2 25 0 2 217 10 1 1
"524" "jf" 6 2 25 0 2 343 70 1 1
"525" "jf" 6 2 25 0 2 289 92 1 1
"526" "jf" 8 1 25 0 2 349 17 0 1
"527" "jf" 10 2 25 0 2 262 36 1 1
"528" "jf" 10 2 25 0 2 267 40 1 1
"529" "jf" 1 2 26 0 2 344 19 1 1
"530" "jf" 1 2 26 0 2 374 73 1 1
"531" "jf" 3 2 26 0 2 336 19 1 1
"532" "jf" 3 2 26 0 2 348 69 1 1
"533" "jf" 5 2 26 0 1 298 6 0 1
"534" "jf" 5 2 26 0 2 340 22 1 1
"535" "jf" 5 2 26 0 2 311 38 1 1
